type,body
HAM,yapea
HAM,tienes q ser mas humana gris
HAM,no quiero tener problemas
HAM,contigo
HAM,yapeame a buenas
HAM,gris es mi hija
HAM,no quiero renegar
HAM,contigo
HAM,gtis
HAM,yapame nesecita
HAM,o tengo dinero yo
HAM,por q mi plata lo tienes lo q me deves es <NUMBER> <NUMBER> mil soles
HAM,y te estas demorando mucho para pagarme
HAM,yapeame apuarte
HAM,algo pasa con mi hija tu seras la culpable
HAM,q te pasa gris q conchuda eres
HAM,no te importamos no te importa q mi hija este sin plata
HAM,devuelveme mi plata
HAM,qutero mi plata los <NUMBER> <NUMBER> mil soles
HAM,mucho tiempo te estas agarrando
HAM,hablare con tus padres
HAM,q te as creido
HAM,para no yapear
HAM,la plata de mi hija mentirosa
HAM,me ests enganando con decir vendere
HAM,mi casa y asta haora no lo haces
HAM,yo q soy para esperarte
HAM,yapeame carajo
HAM,ventre a puno tirras are tu tienda carajo
HAM,hace <NUMBER> dias te dije
HAM,nesecitare
HAM,por tu culpa estoy sin comida sin alimento
HAM,quiero mi plata carajo
HAM,yapea carajo
HAM,mi hija quiere para su regreso
HAM,de lima
HAM,con q plata regresara
HAM,dios q me perdone por todo lo q dire
HAM,pero es cierto
HAM,a personas como tu crees tu q dios te ayudara no teresa mala fria calculadora manipuladora mentirosa
HAM,y muchas cosas mas
HAM,q pretendes no pagar con el pretexto de venden tu casa estas mas de <NUMBER> meces
HAM,y no venderas mientras q no este en regla tu casa
HAM,el una crueldad mentira q anosotros nos asi semanas tras semanas diciendonos hay clientes
HAM,q quieren hoy manana y nunca llega ese dia
HAM,es una salida para ti
HAM,por q no quieres q te llamemos q vengamos pero desde haora seremos tu sombra
HAM,gris
HAM,cobrar no es malo
HAM,pn te a pensar mi sobrina nesesitara
HAM,osea ni piensas darle
HAM,a qun prefieres ayudar a tu hija q esta bien de salud
HAM,o ami sobrina q se sometera a una operacion
HAM,peligrosa y riesgosa
HAM,paganos lo q nos deves
HAM,yo no te esperare mas eso ta es mucha conchudes
HAM,por parte de ti
HAM,y yapea para su pasaje de mi hija
HAM,q sinismo de no contestar
HAM,q estas logrando
HAM,con eso
HAM,estas empeorando las cosas
SPAM,tu bono de <NUMBER> mb ha expirado o consumiste la totalidad de tus mb ingresa gratis a mi claro app en cl ro miclarocompras si necesitas mas megas
SPAM,tu bono de <NUMBER> mb ha expirado o consumiste la totalidad de tus mb ingresa gratis a mi claro app en cl ro miclarocompras si necesitas mas megas
HAM,gris tienes q yapear mi hija esta renegando
HAM,y freddy igual
HAM,q quieres gris q me separe de freddy
HAM,nescitamos la plata de una ves
HAM,gris
HAM,yapea para grecia
HAM,gris contesta
HAM,mi hija ingreso
HAM,acabo de conversar con ella
HAM,tienes q devolvernos nuestra plata urgente
HAM,urgente
HAM,contesta
HAM,me estas saqueando de mis casillas
HAM,contesta a buenas
HAM,estoy conversando con freddy
HAM,te drvuelvo la llamada mas rato
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
HAM,gris yapeame <NUMBER>
HAM,soles urgente
HAM,tentonces q devolver los <NUMBER> dolares
HAM,q me preste y me falta <NUMBER> soles
HAM,yapeame
HAM,porfavor
HAM,gris por el amor de dios yapeame
HAM,tenia q corretear ayer para depocitarle
SPAM,empieza el mes patrio disfrutando de tus beneficios con claro club! hazla linda descargando la app y canjea promos en restaurantes diversion viajes y mas cl ro appclaroclub america movil peru sac ruc <PHONE>
SPAM,gana y llama a solo s <NUMBER> xmin a todo el peru hasta fin de mes! llega a tu meta consumiendo s <NUMBER> con llamadas o paquetes de min de tu saldo de recarga hasta <NUMBER> americamovilperusac ruc<PHONE>
SPAM,imperdible! crece tu recarga hoy de s <NUMBER> y obten gb de pm a am llamadas ilimitadas a claro x dias! ademas recibes tus beneficios de siempre <NUMBER> gb fb ig threads x dias info cl ro pe ctr sms americamovilperusac ruc<PHONE>
SPAM,oferton! llevate por s <NUMBER> el galaxy a gb stock <NUMBER> uds renueva tu celu prepago hoy <URL>
SPAM,pasale saldo a la linea prepago claro de tu amigo por solo s <NUMBER> <NUMBER>! es facil y rapido llama al <NUMBER> opcion <NUMBER> conoce como en cl ro pe pasasaldo
SPAM,celebra fiestas patrias con mas gigas! migra al plan max <NUMBER> <NUMBER> y recibe <NUMBER> gb al mes facebook e instagram fotos ilimitados x <NUMBER> meses pidelo hoy al <NUMBER> <NUMBER> o ingresa a <URL>
SPAM,triplicamos tus megas! recarga hoy s <NUMBER> y obten gb minutos ilim fb <NUMBER> gb en youtube y tiktok por dias ademas wsp por dias ingresa cl ro pe miclaro recargas
SPAM,el senamhi informa que desde el <NUMBER> al <NUMBER> de julio se presentara el descenso de la temperatura diurna en la selva septimo friaje defensa civil tarea de todos
SPAM,ante el friaje en caso de presentar tos o problemas respiratorios acercate al centro de salud mas cercano defensa civil tarea de todos
SPAM,ante el friaje usa ropa abrigadora e impermeable cuando las temperaturas desciendan de manera considerable defensa civil tarea de todos
SPAM,triplicamos tus megas! recarga hoy s <NUMBER> y obten gb minutos ilim fb <NUMBER> gb en youtube y tiktok por dias ademas wsp por dias ingresa cl ro pe miclaro recargas
SPAM,triplicamos tus megas! recarga hoy s <NUMBER> y obten gb minutos ilim fb <NUMBER> gb en youtube y tiktok por dias ademas wsp por dias ingresa cl ro pe miclaro recargas
SPAM,oferton! llevate por s <NUMBER> el galaxy a gb stock <NUMBER> uds renueva tu celu prepago hoy <URL>
SPAM,conoce un mundo de beneficios con los planes postpago! llamadas nacionales y redes ilimitadas cobertura internacional y mucho mas aqui <URL>
SPAM,triplicamos tus megas! recarga hoy s <NUMBER> y obten gb minutos ilim fb <NUMBER> gb en youtube y tiktok por dias ademas wsp por dias ingresa cl ro pe miclaro recargas
SPAM,ultimo dia! triplicamos tus megas! recarga hoy s <NUMBER> y obten gb minutos ilim fb <NUMBER> gb en youtube y tiktok por dias ademas wsp por dias ingresa cl ro pe miclaro recargas
SPAM,triplicamos tus megas por el cyberwow! por s <NUMBER> llevate gb para navegar x <NUMBER> dias antes mb pidelo hoy aqui cl ro pe sms mega
SPAM,olga olvidate de pagar con tarjeta! pide claro musica ilimitado por s <NUMBER> <NUMBER> semanal de tu saldo responde sem y obten <NUMBER> dias gratis
SPAM,te quedan solo mb! descubre aqui nuestros paquetes con descuento en cl ro compras o continua navegando con mb por s <NUMBER> hasta las <NUMBER> <NUMBER> <NUMBER> de hoy
SPAM,no cuentas con saldo suficiente para navegar! conoce como recargar aqui cl ro pe na fm portalrecar americamovilperusac ruc<PHONE>
SPAM,hola! activamos con exito tu bono de gb en tiktok youtube por <NUMBER> dias para mayor informacion ingresa a cl ro miclarohome
SPAM,por tu recarga tienes mb min ilim fb full mb en youtube y tiktok por <NUMBER> dias ademas tienes whatsapp por <NUMBER> dias info cl ro miclarohome
SPAM,pasale saldo a la linea prepago claro de tu amigo por solo s <NUMBER> <NUMBER>! es facil y rapido llama al <NUMBER> opcion <NUMBER> conoce como en cl ro pe pasasaldo
HAM,hola gris
HAM,a q hora vendras
HAM,tenemos q hablar
HAM,nesecito q me yapees urgente
HAM,para mi sobrina esta mal
HAM,<NUMBER> mil soles
HAM,hoy
HAM,con mi hermana mas iremos a tu casa
HAM,pasa algo tu seras la culpable
HAM,hola gris
HAM,tengo muy fuertes problemas con mi hermana
HAM,<NUMBER> por el momento
HAM,por favor nesecitamos se le complico la operacion
HAM,mi hermana esta q llora
HAM,<NUMBER>
HAM,gris
HAM,no me das tomare otras medidas
HAM,ya es el colmo
HAM,no para la salud tu quieres dar nada
HAM,pasa algo tu seras la unica culpable
HAM,una vida es vida casa es casa
HAM,olga hoy en la tarde te yapeo
HAM,yapea no <NUMBER> ni <NUMBER>
HAM,se complico la operacion esta en uci mi sobrina
HAM,con <NUMBER> soles no ara nada la cantidad q te estoy diciendo yapea
SPAM,no enciendas fuego al aire libre y menos cerca de plantaciones forestales bosques pastizales y otras defensa civil tarea de todos
HAM,gris por favor mi sobrina tuvo complicaciones
HAM,esecitan plata por favor
HAM,me ciento mal al mismo tiempo tengo una colera por q tu estas haciendo mucho dano
HAM,a mi hija a mi mi sobrina
HAM,yapea de una
HAM,ves
HAM,hoy no yapeas yo si ire con mis dos hermanas a tu casa de tus padres
HAM,y de paso llamare a todos a los q deves
HAM,se trata de salud de salvar una vida
SPAM,tu bono de <NUMBER> mb ha expirado o consumiste la totalidad de tus mb ingresa gratis a mi claro app en cl ro miclarocompras si necesitas mas megas
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
HAM,gris me llamastes
HAM,yapea por fabor mi hermana esta q llora
HAM,y me llama a cada rato
HAM,yapes gris
HAM,apurate
HAM,haorita llamare a todos
HAM,haora te fregastes
HAM,por mala te pasa todo
HAM,a nosotros nos estas tomando el pelo
HAM,sere tu enemiga
HAM,carajo
HAM,mierda asi como me mandaste a la mierda
HAM,haora vasca ver
HAM,sere peor que la odtetra
HAM,tu mientes
HAM,todo el tiempo as mentido
HAM,yapea su mama viajara msnana
HAM,haorita yapea
HAM,manana completas
HAM,apurate yapea
HAM,resa a q no pase nada
HAM,mujer malvada
HAM,malagradesida
HAM,yapea rapido por tu culpa me esta gritando mi hermana
HAM,yapea
HAM,apurate mi hermana esta commigo
HAM,<PHONE>
HAM,a ese numero yapea
HAM,haora
HAM,media hora estoy hablando con esa senorita
HAM,gris q te pasa
HAM,se trata de salud
HAM,por q mientes
HAM,por lo menos se un poco humanitaria mi hermana viajara
HAM,quieto mi plata
HAM,qutero mi plata
HAM,le yapee los <NUMBER> soles se rayo ne unsulto y me lo devolvio
HAM,y me dijo q vendra a conversar con freddy
HAM,haora quien es la mala
HAM,por q me traes muchas tristesas
HAM,por q
HAM,lo q yo hice es apoyarte mucho te preste plata
HAM,y ahora como una limosnera tengo q rogarte
HAM,gris completa a mil soles por favor
HAM,yo igual ire a otra parte a prestarme algo mas
HAM,tu q arias con <NUMBER> soles q
HAM,el tratamiento de cualquier enfermedad de cancer es muy caro
HAM,<NUMBER> soles es una burla
HAM,tu me criticas y en realidad quien es la mala aqui
HAM,pon tu parte consigue y completa a <NUMBER> soles
HAM,yo igual are conseguire
HAM,estoy a punto de reventar de rabia
HAM,no hagas q cometa cual quosa gris solo te estoy advirtiendo
HAM,olga ya te dije boy tratar
HAM,por favor boy a ver quien me puede prestar
SPAM,ante incendios forestales procura cubrir tu boca y nariz con una tela humeda para no inhalar humo defensa civil tarea de todos
HAM,gris solo consegui <NUMBER> soles por favor <NUMBER> soles consigue
HAM,<NUMBER> soles ay q yapear
HAM,por favor muchos problemas tengo
HAM,mi hermana esta llorando
HAM,mucho ni sobrina esta mal
HAM,consiguen <NUMBER> soles
HAM,hoy tenemos q yapearle
HAM,<NUMBER>
HAM,gris por el amor de dios
HAM,yapeame <NUMBER>
HAM,mi hermana no deja de llorar
HAM,yo me preste <NUMBER> soles en total hay <NUMBER> soles faltaria <NUMBER> para <NUMBER> soles
HAM,yapes de una
HAM,mi hija esta q reniega la sr gris es mala mi tia viene llorando y a esa senora
HAM,ni le vommueve
SPAM,no quemes residuos vegetales y arbustos rastrojos ya que el fuego puede salirse de control defensa civil tarea de todos
SPAM,ultimos dias de cyber claro! llevate a solo s <NUMBER> el galaxy a gb stock <NUMBER> uds renueva tu celu prepago hoy <URL>
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,felicidades! tu paquete de datos prestamo ha sido activado vigencia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> hrs conoce otros paquetes en <URL>
SPAM,se te ha recargado <NUMBER> mb por <NUMBER> dia! recuerda que en tu siguiente recarga se te descontara s <NUMBER> <NUMBER> mas info cl ro prestamesaldo
SPAM,no cuentas con saldo suficiente para navegar conoce como recargar aqui cl ro pe na inp portalrecar americamovilperusac ruc<PHONE>
SPAM,por tu recarga tienes mb min ilim fb full mb en youtube y tiktok por <NUMBER> dias ademas tienes whatsapp por <NUMBER> dias info cl ro miclarohome
SPAM,se te cobro s <NUMBER> <NUMBER> por el servicio prestame saldo del <NUMBER> <NUMBER> <NUMBER> <NUMBER> hrs necesitas otro prestamo? llama gratis al <NUMBER>
SPAM,recarga exitosa s <NUMBER> asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mas info <URL>
SPAM,recarga exitosa s <NUMBER> <NUMBER> vigencia <NUMBER> dias asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mainfo <URL>
SPAM,en estas fiestas patrias celebremos juntos nuestra identidad y trabajemos por un futuro mas conectado para todos los peruanos viva el peru!
SPAM,si traes un celular del extranjero para uso personal registralo en la lista blanca con tu operador recuerda la obligacion de registro continua
SPAM,tu bono de <NUMBER> mb ha expirado o consumiste la totalidad de tus mb ingresa gratis a mi claro app en cl ro miclarocompras si necesitas mas megas
SPAM,tu bono de <NUMBER> mb ha expirado o consumiste la totalidad de tus mb ingresa gratis a mi claro app en cl ro miclarocompras si necesitas mas megas
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,migra a un plan postpago y disfruta de claro video incluido por <NUMBER> meses! aprovecha y mira en vivo los juegos olimpicos de paris <NUMBER> conoce mas aqui <URL>
HAM,gris contesta
HAM,hay muchos muchos problemas
HAM,en juliaca
HAM,no podre hacer nada
HAM,esta ves
SPAM,la trata de personas es un delito que afecta a mujeres y menores de edad estemos alerta para cuidarlos si conoces un caso llama al <NUMBER> del mininter
SPAM,quieres llevarte gb extra x <NUMBER> dias? solo recarga hoy s <NUMBER> desde mi claro app! hazlo aqui cl ro pe miclaro recargas
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,alertaclaro en claro solo enviamos correos desde cuentas oficiales valida el remitente y evita abrir correos sospechosos info <URL>
SPAM,el senamhi informa que del <NUMBER> al <NUMBER> de agosto se registrara el incremento de la velocidad del viento en la sierra centro y sur de moderada a extrema intensidad
SPAM,alejate de paredes techos arboles y postes inestables ya que estos podrian desprenderse con el viento defensa civil tarea de todos
SPAM,por tu recarga tienes mb min ilim fb full mb en youtube y tiktok por <NUMBER> dias ademas tienes whatsapp por <NUMBER> dias info cl ro miclarohome
SPAM,recarga exitosa s <NUMBER> asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mas info <URL>
SPAM,recarga exitosa s <NUMBER> <NUMBER> vigencia <NUMBER> dias asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mainfo <URL>
HAM,fonde estas
HAM,donde estas
HAM,q no contestas
HAM,quieres tener ptoblemas
SPAM,alejate de paredes techos arboles y postes inestables ya que estos podrian desprenderse con el viento defensa civil tarea de todos
HAM,q te pasa
HAM,q no contesta
HAM,me estas haciendo renegar mucho
HAM,quieres q vallamos a tu casa
HAM,no contestas en este momento
HAM,yo la sr bertha y edson y toda su familia
HAM,iremos a tu casa
HAM,ire a tu casa
HAM,mi sobrina esta mal
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,tu bono de <NUMBER> mb ha expirado o consumiste la totalidad de tus mb ingresa gratis a mi claro app en cl ro miclarocompras si necesitas mas megas
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,es tu oportunidad! por nuestro aniversario aprovecha y recibe hoy el triple de megas gb x <NUMBER> dias por s <NUMBER> pidelo aqui cl ro pe sms mega
SPAM,lo hacemos por ti en claro estamos comprometidos con mejorar la vida de los peruanos descubre las novedades de agosto <URL>
SPAM,tu nuevo celu te espera! renueva en nuestro centro de atencion juliaca en jr mariano nunez <NUMBER> y ahorra tiempo agendando tu cita aqui <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,celebramos nuestro <NUMBER> aniversario renovando nuestro compromiso de ser la red movil mas rapida del peru hazlorealidad mas info <URL>
HAM,yapeame por favor
SPAM,quieres llevarte gb extra x <NUMBER> dias? es facil y rapido! solo recarga hoy s <NUMBER> en mi claro app! ademas participas por un motorola edge <NUMBER> neo gb hazlo aqui cl ro pe miclaro recargas
SPAM,?en tu familia ya designaron roles en la preparaci?n y respuesta ante emergencias? practicalos durante el simulacro del <NUMBER> de agosto a las <NUMBER> <NUMBER> p m
SPAM,recarga exitosa s <NUMBER> asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mas info <URL>
SPAM,por tu recarga tienes mb min ilim fb full mb en youtube y tiktok por <NUMBER> dias ademas tienes whatsapp por <NUMBER> dias info cl ro miclarohome
SPAM,recarga exitosa s <NUMBER> <NUMBER> vigencia <NUMBER> dias asistencia <NUMBER> o <NUMBER> <NUMBER> <NUMBER> saldo no utilizado podra ser recuperado mainfo <URL>
HAM,hola gris
HAM,estamos en espera
HAM,a q hora nos reuniremos
HAM,nesecitare gris
HAM,estoy en una etapa de estres mucho me llama mi hermana
HAM,el royer
HAM,no se q hacer
HAM,la celia
HAM,hora por favor
HAM,gris no me esperaste
HAM,q paso por q tienes q dejar en cargos
HAM,yo fui con el freddy por q de mi tu te haces la burla
HAM,encima hablas diciendo q te estamos enganando
HAM,encima quieres q te firme por <NUMBER>
HAM,y tu cuando piensas darme pagarme todo
HAM,mi hija regreso a mi casa
HAM,ella se ira a lima el <NUMBER> de setiembre
HAM,y tu gris se lo tienes q dar para ese dia tal como te comprometistes
HAM,a mi sobrina igual
HAM,y yo nesecito invertir en el municipio de pucara
HAM,nesecitare mi plata gris
HAM,tienes q devolver
HAM,vendre a puno a comversar
HAM,y quedar bien esta ves
HAM,sin peleas sin gritos y sin estar negandose nada
HAM,solo cumple con tu palabras gris
SPAM,olga yo estoy haciendo todo lo posible me vienen a gritar toda la familia asi no es por eso me fuy
HAM,ni a la senora bertha no le dy
HAM,nada
HAM,le dije al joven les boy ha dar a la mitad
HAM,parece se ensenaron de verdad
HAM,asi no es
HAM,ahora tu tambien has participado o tu lo has dicho
HAM,haora de q hablas gris
HAM,q me he ensenado y con quien
HAM,en primer lugar no tengo amistad con el joven edson
HAM,menos con su hermana
HAM,a lo mucho nos llamamos con la sr bertha
HAM,preocupados de la deuda
HAM,a mi me deves mas gris
HAM,en total es
HAM,<NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> y <NUMBER>
HAM,<NUMBER> <NUMBER> q me deves
HAM,gris
HAM,solo quiero q me pagues por favor
HAM,no quiero tener problemas
HAM,mi sobrina nesecita urgente su plata
HAM,mi hija se ira el <NUMBER> de septiembre a lima
HAM,yo nesecito para invertir
HAM,gris en el municipio de pucara
HAM,quiero mi plata de los intereses hablaremos
HAM,a mi sobrina tienes q darselo tal como te comprometistes
HAM,igual com ni hija y commigo
HAM,para todo hay solucion
HAM,y nunca dejes encargos y yo no firmare
HAM,tu me deves del pandero <NUMBER> a hi descontaron gris
HAM,los <NUMBER> <NUMBER> <NUMBER>
HAM,en total seria <NUMBER>
HAM,y del pandero es <NUMBER> saldo me deves <NUMBER> soles
HAM,todavia
HAM,yo no savia de ayer q vino la sr nancy con su hermana
HAM,por q yo no tengo comunicacion
HAM,recien me estoy enterando hoy
HAM,ayer ya nada comverse con la sr vertha por q fui con freddy
HAM,yo le dije q me acompanara a freddy
HAM,por q tu te haces la burla de mi te ries en mi cara
HAM,cuando yo lloro
HAM,nunca deves ser asi burlona
HAM,pagame todo yo estoy endeudada yo tengo q dar con interes
SPAM,olga olvidate de pagar con tarjeta! pide claro musica ilimitado por s <NUMBER> <NUMBER> semanal de tu saldo responde sem y obten <NUMBER> dias gratis
SPAM,tu puedes ayudar a mejorar la preparacion ante desastres desarrolla la siguiente encuesta sobre el simulacro <URL>
SPAM,tu bono de <NUMBER> mb ha expirado o consumiste la totalidad de tus mb ingresa gratis a mi claro app en cl ro miclarocompras si necesitas mas megas
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,aprovecha este oferton! un galaxy a gb a s <NUMBER> stock <NUMBER> uds renueva tu celu prepago hoy <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,tu eliges que prepago quieres ser cambiate a chevere control y elige cuantos mb comprar para navegar info cl ro pe pontis chvrauto control
SPAM,quieres llevarte gb extra x <NUMBER> dias? es facil y rapido! solo recarga hoy s <NUMBER> en mi claro app! hazlo aqui cl ro pe miclaro recargas ademas paticipa por <NUMBER> de las <NUMBER> entradas dobles registrandote en la app claro club
SPAM,mas beneficios te esperan con unbuenplan! cambia a postpago por s <NUMBER> <NUMBER> al mes y recibe <NUMBER> gb facebook e instagram fotos x <NUMBER> meses pidelo al <NUMBER> <NUMBER> o registrate aqui <URL>
SPAM,desarrolla la siguiente encuesta sobre el simulacro y ayuda a mejorar la preparaci?n del pa?s <URL>
SPAM,mas beneficios te esperan con unbuenplan! cambia a postpago por s <NUMBER> <NUMBER> al mes y recibe <NUMBER> gb facebook e instagram fotos x <NUMBER> meses pidelo al <NUMBER> <NUMBER> o registrate aqui <URL>
SPAM,no quemes residuos vegetales y arbustos rastrojos ya que el fuego puede salirse de control defensa civil tarea de todos
SPAM,senamhi informa del <NUMBER> <NUMBER> de agosto se presentaran condiciones atmosfericas que propiciara la propagacion de incendios forestales defensa civil tarea de todos
SPAM,no enciendas fuego al aire libre y menos cerca de plantaciones forestales bosques pastizales y otras defensa civil tarea de todos
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,aprovecha este oferton! un galaxy a gb a s <NUMBER> stock <NUMBER> uds renueva tu celu prepago hoy <URL>
SPAM,tu puedes ayudar a mejorar la preparacion ante desastres desarrolla la siguiente encuesta sobre el simulacro <URL>
SPAM,quieres asistir al partido peru vs colombia? migra tu linea a postpago y registrate en la app claro club para participar por <NUMBER> de las <NUMBER> entradas dobles registrate hasta el <NUMBER> <NUMBER> <URL>
SPAM,ante incendios forestales actua con calma y acata las indicaciones de las autoridades y de los equipos de primera respuesta defensa civil tarea de todos
SPAM,<PHONE>no lo pienses mas! te brindamos hoy un descuento de hasta el <NUMBER> obten ya tu carta de no adeudo un asesore te ayudara comunicate al <PHONE>
HAM,maria
HAM,hola como estas
HAM,yapeame por gavor
HAM,favor
HAM,hola para el dia lunes por la tarde te yapeo si
SPAM,no enciendas fuego al aire libre y menos cerca de plantaciones forestales o pastizales ya que el fuego puede salirse de control defensa civil tarea de todos
SPAM,msje claro te llame el dia <NUMBER> <NUMBER> <NUMBER> a la <NUMBER> <NUMBER> <NUMBER> llamada s
SPAM,aprovecha este oferton! un galaxy a gb a s <NUMBER> stock <NUMBER> uds renueva tu celu prepago hoy <URL>
SPAM,no quemes residuos vegetales ni arbustos rastrojos ya que el fuego puede salirse de control defensa civil tarea de todos
SPAM,ante un incendio forestal presta atencion a la informacion y recomendaciones provenientes de las autoridades defensa civil tarea de todos
SPAM,gana y llama a solo s <NUMBER> xmin a todo el peru hasta fin de mes! llega a tu meta consumiendo s <NUMBER> con llamadas o paquetes de min de tu saldo de recarga hasta <NUMBER> <NUMBER>
SPAM,no enciendas fuego al aire libre y menos cerca de plantaciones forestales o pastizales ya que el fuego puede salirse de control defensa civil tarea de todos
SPAM,por tu recarga tienes mb min ilim fb full mb en youtube y tiktok x <NUMBER> dias ademas tienes whatsapp por <NUMBER> dias info cl ro miclarohome
HAM,hola maria no me yapeaste
HAM,por favor yapeane
HAM,manana por fabor yapeame estoy nesecitando
SPAM,tu eliges que prepago quieres ser cambiate a chevere control y elige cuantos mb comprar para navegar info cl ro pe pontis chvrauto control
SPAM,ante un incendio forestal informa sobre el incendio a traves del medio de comunicacion establecido en tu localidad defensa civil tarea de todos
SPAM,escucha musica sin gastar megas! disfruta hoy tus playlists favoritas en la app claro musica! registrate y escucha gratis aqui cl ro cmnovedades
SPAM,no quemes residuos vegetales ni arbustos rastrojos ya que el fuego puede salirse de control defensa civil tarea de todos
SPAM,jueveschevere con toda la actitud! obten mb x <NUMBER> dias por s <NUMBER> de tu saldo aprovecha y disfruta comprando tu paquete aqui cl ro pe sms mega
HAM,hola gris como estas
HAM,veo q tu ya te olvidaste de la deuda no dicesc
HAM,nada
HAM,no te importa no escuchas las llamadas
HAM,mientras q yo estoy como estoy en problemas com mi familia
HAM,no te importa su salud de mi sobrina
HAM,quien eres en realidad gris
HAM,por no devuelves lo prestado
HAM,mi sobrina esta empeorando y ati nada te importac
HAM,vendre a puno com mis hermanas con mi hija
HAM,ya es el colmo de parte de ti mucho ya te entendi quieto mi plata
HAM,urgente
HAM,lo q deves es <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> oooo en total es <NUMBER> <NUMBER> mil soles y los intereses
SPAM,genial! tu paquete internet mb ha sido activado vigencia <NUMBER> <NUMBER> <NUMBER> a las <NUMBER> <NUMBER> hrs consultalo en cl ro miclarohome
SPAM,ante un incendio forestal presta atencion a la informacion y recomendaciones provenientes de las autoridades defensa civil tarea de todos
SPAM,si eres fanatico de ver videos tenemos un paquete para ti! disfruta hoy de youtube tiktok snapchat y mas pidelo en cl ro pe sms cg packvideo
HAM,hola gris estoy en graves problemas
HAM,mi sobrina esta muy muy mal
HAM,y tu no quieres pasarselo no te da la gana de pagar
HAM,yapeame inmediatamente <NUMBER> soles es urgente
HAM,nesecitamos urgente para mi sobrina
HAM,y el lunes queremos toda su plata
HAM,apurate gris
HAM,contesta gris vendremos a puno
HAM,hola
HAM,gris
HAM,q pasa gris
SPAM,manten los alrededores de tu casa libres de materiales o desechos que puedan servir de combustible para el fuego defensa civil tarea de todo
SPAM,tu paquete de internet mb ha finalizado ingresa gratis a mi claro app en cl ro miclarocompras y adquiere uno nuevo
HAM,hola gris contesta
HAM,es urgente
HAM,tengo problemas com mi harmana
HAM,contesta
HAM,o manana venimos
HAM,ni siquiera yapeastes
HAM,q pasa gris
HAM,contesta gris
SPAM,completa tu look con estilo! tienes <NUMBER> dto en tiendas fisicas y online de suntime store gracias a claro club stock min <NUMBER> promos mensuales vale al <NUMBER> <NUMBER> <NUMBER> en la app cl ro suntimes
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
SPAM,cuentas con <NUMBER> mb por s <NUMBER> para navegar por internet con una vigencia de <NUMBER> dias mas info <URL>
HAM,hola gris llamane
